car_id;display_name;year;make;model;asset;manufacturer_code;raw_model;confidence;zip_file;internal_path
1216;2011 Audi RS 3;2011;Audi;RS 3;AUD_RS3_11;AUD;RS3;id-from-game-asset-name-auto-cleaned;AUD_RS3_11.zip;Scene/animations/Mojo/clip/carclips_1216.clipd
1220;2010 Audi TTRS;2010;Audi;TTRS;AUD_TTRS_10;AUD;TTRS;id-from-game-asset-name-auto-cleaned;AUD_TTRS_10.zip;Scene/animations/Mojo/clip/carclips_1220.clipd
1221;2010 Mazda Mazdaspeed 3;2010;Mazda;Mazdaspeed 3;MAZ_Mazdaspeed3_10;MAZ;Mazdaspeed3;id-from-game-asset-name-auto-cleaned;MAZ_Mazdaspeed3_10.zip;Scene/animations/Mojo/clip/carclips_1221.clipd
1229;2008 Mazda Furai;2008;Mazda;Furai;MAZ_Furai_08;MAZ;Furai;id-from-game-asset-name-auto-cleaned;MAZ_Furai_08.zip;Scene/animations/Mojo/clip/carclips_1229.clipd
1231;2010 Volkswagen Golf R;2010;Volkswagen;Golf R;VW_GolfR_10;VW;GolfR;id-from-game-asset-name-auto-cleaned;VW_GolfR_10.zip;Scene/animations/Mojo/clip/carclips_1231.clipd
1253;2010 Noble M 600;2010;Noble;M 600;NOB_M600_10;NOB;M600;id-from-game-asset-name-auto-cleaned;NOB_M600_10.zip;Scene/animations/Mojo/clip/carclips_1253.clipd
1260;2010 Lexus LFA;2010;Lexus;LFA;LEX_LFA_10;LEX;LFA;id-from-game-asset-name-auto-cleaned;LEX_LFA_10.zip;Scene/animations/Mojo/clip/carclips_1260.clipd
1269;1973 BMW 2002 Turbo;1973;BMW;2002 Turbo;BMW_2002Turbo_73;BMW;2002Turbo;id-from-game-asset-name-auto-cleaned;BMW_2002Turbo_73.zip;Scene/animations/Mojo/clip/carclips_1269.clipd
1270;1982 DeLorean DMC 12;1982;DeLorean;DMC 12;DEL_DMC12_82;DEL;DMC12;id-from-game-asset-name-auto-cleaned;DEL_DMC12_82.zip;Scene/animations/Mojo/clip/carclips_1270.clipd
1272;1992 Ford Escort RSCosworth;1992;Ford;Escort RSCosworth;FOR_EscortRSCosworth_92;FOR;EscortRSCosworth;id-from-game-asset-name-auto-cleaned;FOR_EscortRSCosworth_92.zip;Scene/animations/Mojo/clip/carclips_1272.clipd
1273;1997 Honda Civic Type R;1997;Honda;Civic Type R;HON_CivicTypeR_97;HON;CivicTypeR;id-from-game-asset-name-auto-cleaned;HON_CivicTypeR_97.zip;Scene/animations/Mojo/clip/carclips_1273.clipd
1276;1977 Pontiac Firebird Trans Am;1977;Pontiac;Firebird Trans Am;PON_FirebirdTransAm_77;PON;FirebirdTransAm;id-from-game-asset-name-auto-cleaned;PON_FirebirdTransAm_77.zip;Scene/animations/Mojo/clip/carclips_1276.clipd
1277;1971 Chrysler Cuda 426;1971;Chrysler;Cuda 426;CHR_Cuda426_71;CHR;Cuda426;id-from-game-asset-name-auto-cleaned;CHR_Cuda426_71.zip;Scene/animations/Mojo/clip/carclips_1277.clipd
1278;1973 Ford XBFalcon GT;1973;Ford;XBFalcon GT;FOR_XBFalconGT_73;FOR;XBFalconGT;id-from-game-asset-name-auto-cleaned;FOR_XBFalconGT_73.zip;Scene/animations/Mojo/clip/carclips_1278.clipd
1282;1994 Nissan 240 SX;1994;Nissan;240 SX;NIS_240SX_94;NIS;240SX;id-from-game-asset-name-auto-cleaned;NIS_240SX_94.zip;Scene/animations/Mojo/clip/carclips_1282.clipd
1291;1970 Chevrolet El Camino SS;1970;Chevrolet;El Camino SS;CHE_ElCaminoSS_70;CHE;ElCaminoSS;id-from-game-asset-name-auto-cleaned;CHE_ElCaminoSS_70.zip;Scene/animations/Mojo/clip/carclips_1291.clipd
1293;1987 Ford RS 500;1987;Ford;RS 500;FOR_RS500_87;FOR;RS500;id-from-game-asset-name-auto-cleaned;FOR_RS500_87.zip;Scene/animations/Mojo/clip/carclips_1293.clipd
1294;1992 GMC Syclone;1992;GMC;Syclone;GMC_Syclone_92;GMC;Syclone;id-from-game-asset-name-auto-cleaned;GMC_Syclone_92.zip;Scene/animations/Mojo/clip/carclips_1294.clipd
1296;1990 Mercedes-Benz 190 E;1990;Mercedes-Benz;190 E;MER_190E_90;MER;190E;id-from-game-asset-name-auto-cleaned;MER_190E_90.zip;Scene/animations/Mojo/clip/carclips_1296.clipd
1299;1983 Volvo 242 Turbo;1983;Volvo;242 Turbo;VOL_242Turbo_83;VOL;242Turbo;id-from-game-asset-name-auto-cleaned;VOL_242Turbo_83.zip;Scene/animations/Mojo/clip/carclips_1299.clipd
1300;1964 Chevrolet Impala SS;1964;Chevrolet;Impala SS;CHE_ImpalaSS_64;CHE;ImpalaSS;id-from-game-asset-name-auto-cleaned;CHE_ImpalaSS_64.zip;Scene/animations/Mojo/clip/carclips_1300.clipd
1301;1956 Jaguar DType;1956;Jaguar;DType;JAG_DType_56;JAG;DType;id-from-game-asset-name-auto-cleaned;JAG_DType_56.zip;Scene/animations/Mojo/clip/carclips_1301.clipd
1314;1993 McLaren F 1;1993;McLaren;F 1;MCL_F1_93;MCL;F1;id-from-game-asset-name-auto-cleaned;MCL_F1_93.zip;Scene/animations/Mojo/clip/carclips_1314.clipd
1323;2011 Subaru WRXSTi;2011;Subaru;WRXSTi;SUB_WRXSTi_11;SUB;WRXSTi;id-from-game-asset-name-auto-cleaned;SUB_WRXSTi_11.zip;Scene/animations/Mojo/clip/carclips_1323.clipd
1330;1970 Chevrolet Camaro Z 28;1970;Chevrolet;Camaro Z 28;CHE_CamaroZ28_70;CHE;CamaroZ28;id-from-game-asset-name-auto-cleaned;CHE_CamaroZ28_70.zip;Scene/animations/Mojo/clip/carclips_1330.clipd
1332;1968 Dodge Dart;1968;Dodge;Dart;DOD_Dart_68;DOD;Dart;id-from-game-asset-name-auto-cleaned;DOD_Dart_68.zip;Scene/animations/Mojo/clip/carclips_1332.clipd
1335;1991 Mazda 55 787 B;1991;Mazda;55 787 B;MAZ_55_787B_91;MAZ;55 787B;id-from-game-asset-name-auto-cleaned;MAZ_55_787B_91.zip;Scene/animations/Mojo/clip/carclips_1335.clipd
1350;2011 BMW X 5 M;2011;BMW;X 5 M;BMW_X5M_11;BMW;X5M;id-from-game-asset-name-auto-cleaned;BMW_X5M_11.zip;Scene/animations/Mojo/clip/carclips_1350.clipd
1352;1970 Dodge superbee;1970;Dodge;superbee;dod_superbee_70;dod;superbee;id-from-game-asset-name-auto-cleaned;dod_superbee_70.zip;Scene/animations/Mojo/clip/carclips_1352.clipd
1355;1965 Ford Mustang;1965;Ford;Mustang;FOR_Mustang_65;FOR;Mustang;id-from-game-asset-name-auto-cleaned;FOR_Mustang_65.zip;Scene/animations/Mojo/clip/carclips_1355.clipd
1367;2003 BMW M 5 E 39;2003;BMW;M 5 E 39;BMW_M5E39_03;BMW;M5E39;id-from-game-asset-name-auto-cleaned;BMW_M5E39_03.zip;Scene/animations/Mojo/clip/carclips_1367.clipd
1368;1988 BMW M 5 E 28;1988;BMW;M 5 E 28;BMW_M5E28_88;BMW;M5E28;id-from-game-asset-name-auto-cleaned;BMW_M5E28_88.zip;Scene/animations/Mojo/clip/carclips_1368.clipd
1369;2009 Pagani Zonda Cinque;2009;Pagani;Zonda Cinque;PAG_ZondaCinque_09;PAG;ZondaCinque;id-from-game-asset-name-auto-cleaned;PAG_ZondaCinque_09.zip;Scene/animations/Mojo/clip/carclips_1369.clipd
1376;1999 Lotus Elise;1999;Lotus;Elise;LOT_Elise_99;LOT;Elise;id-from-game-asset-name-auto-cleaned;LOT_Elise_99.zip;Scene/animations/Mojo/clip/carclips_1376.clipd
1379;1996 Chevrolet Impala SS;1996;Chevrolet;Impala SS;CHE_ImpalaSS_96;CHE;ImpalaSS;id-from-game-asset-name-auto-cleaned;CHE_ImpalaSS_96.zip;Scene/animations/Mojo/clip/carclips_1379.clipd
1381;1992 Mitsubishi Galant VR 4;1992;Mitsubishi;Galant VR 4;MIT_GalantVR4_92;MIT;GalantVR4;id-from-game-asset-name-auto-cleaned;MIT_GalantVR4_92.zip;Scene/animations/Mojo/clip/carclips_1381.clipd
1382;1990 Subaru Legacy RS;1990;Subaru;Legacy RS;SUB_LegacyRS_90;SUB;LegacyRS;id-from-game-asset-name-auto-cleaned;SUB_LegacyRS_90.zip;Scene/animations/Mojo/clip/carclips_1382.clipd
1388;2012 BMW M 5;2012;BMW;M 5;BMW_M5_12;BMW;M5;id-from-game-asset-name-auto-cleaned;BMW_M5_12.zip;Scene/animations/Mojo/clip/carclips_1388.clipd
1392;2011 Lamborghini Sesto Elemento;2011;Lamborghini;Sesto Elemento;LAM_SestoElemento_11;LAM;SestoElemento;id-from-game-asset-name-auto-cleaned;LAM_SestoElemento_11.zip;Scene/animations/Mojo/clip/carclips_1392.clipd
1393;1992 Alfa Romeo 155;1992;Alfa Romeo;155;ALF_155_92;ALF;155;id-from-game-asset-name-auto-cleaned;ALF_155_92.zip;Scene/animations/Mojo/clip/carclips_1393.clipd
1394;1993 GMC Typhoon;1993;GMC;Typhoon;GMC_Typhoon_93;GMC;Typhoon;id-from-game-asset-name-auto-cleaned;GMC_Typhoon_93.zip;Scene/animations/Mojo/clip/carclips_1394.clipd
1395;1989 Toyota MR 2 SC;1989;Toyota;MR 2 SC;TOY_MR2SC_89;TOY;MR2SC;id-from-game-asset-name-auto-cleaned;TOY_MR2SC_89.zip;Scene/animations/Mojo/clip/carclips_1395.clipd
1397;2011 Koenigsegg Agera;2011;Koenigsegg;Agera;KOE_Agera_11;KOE;Agera;id-from-game-asset-name-auto-cleaned;KOE_Agera_11.zip;Scene/animations/Mojo/clip/carclips_1397.clipd
1398;2012 Lamborghini LP 7004;2012;Lamborghini;LP 7004;LAM_LP7004_12;LAM;LP7004;id-from-game-asset-name-auto-cleaned;LAM_LP7004_12.zip;Scene/animations/Mojo/clip/carclips_1398.clipd
1417;2011 Audi RS 5;2011;Audi;RS 5;AUD_RS5_11;AUD;RS5;id-from-game-asset-name-auto-cleaned;AUD_RS5_11.zip;Scene/animations/Mojo/clip/carclips_1417.clipd
1418;1995 BMW M 5;1995;BMW;M 5;BMW_M5_95;BMW;M5;id-from-game-asset-name-auto-cleaned;BMW_M5_95.zip;Scene/animations/Mojo/clip/carclips_1418.clipd
1426;2011 Mazda RX 8 R 3;2011;Mazda;RX 8 R 3;MAZ_RX8R3_11;MAZ;RX8R3;id-from-game-asset-name-auto-cleaned;MAZ_RX8R3_11.zip;Scene/animations/Mojo/clip/carclips_1426.clipd
1428;2011 Volkswagen Scirocco R;2011;Volkswagen;Scirocco R;VW_SciroccoR_11;VW;SciroccoR;id-from-game-asset-name-auto-cleaned;VW_SciroccoR_11.zip;Scene/animations/Mojo/clip/carclips_1428.clipd
1429;1969 Chevrolet Nova SS;1969;Chevrolet;Nova SS;CHE_NovaSS_69;CHE;NovaSS;id-from-game-asset-name-auto-cleaned;CHE_NovaSS_69.zip;Scene/animations/Mojo/clip/carclips_1429.clipd
1435;1966 Volkswagen Beetle;1966;Volkswagen;Beetle;VW_Beetle_66;VW;Beetle;id-from-game-asset-name-auto-cleaned;VW_Beetle_66.zip;Scene/animations/Mojo/clip/carclips_1435.clipd
1459;1957 Chevrolet Bel Air;1957;Chevrolet;Bel Air;CHE_BelAir_57;CHE;BelAir;id-from-game-asset-name-auto-cleaned;CHE_BelAir_57.zip;Scene/animations/Mojo/clip/carclips_1459.clipd
1477;2011 Ford Transit SSV;2011;Ford;Transit SSV;FOR_TransitSSV_11;FOR;TransitSSV;id-from-game-asset-name-auto-cleaned;FOR_TransitSSV_11.zip;Scene/animations/Mojo/clip/carclips_1477.clipd
1478;1986 Audi 2 Sport Quattro;1986;Audi;2 Sport Quattro;AUD_2_SportQuattro_86;AUD;2 SportQuattro;id-from-game-asset-name-auto-cleaned;AUD_2_SportQuattro_86.zip;Scene/animations/Mojo/clip/carclips_1478.clipd
1480;1985 Mazda RX 7;1985;Mazda;RX 7;MAZ_RX7_85;MAZ;RX7;id-from-game-asset-name-auto-cleaned;MAZ_RX7_85.zip;Scene/animations/Mojo/clip/carclips_1480.clipd
1481;1965 Austin-Healey 3000;1965;Austin-Healey;3000;AH_3000_65;AH;3000;id-from-game-asset-name-auto-cleaned;AH_3000_65.zip;Scene/animations/Mojo/clip/carclips_1481.clipd
1493;1996 BMW 850 CSi;1996;BMW;850 CSi;BMW_850CSi_96;BMW;850CSi;id-from-game-asset-name-auto-cleaned;BMW_850CSi_96.zip;Scene/animations/Mojo/clip/carclips_1493.clipd
1500;2012 Mercedes-Benz C 63 AMG;2012;Mercedes-Benz;C 63 AMG;MER_C63AMG_12;MER;C63AMG;id-from-game-asset-name-auto-cleaned;MER_C63AMG_12.zip;Scene/animations/Mojo/clip/carclips_1500.clipd
1513;1997 Maserati Ghibli;1997;Maserati;Ghibli;MAS_Ghibli_97;MAS;Ghibli;id-from-game-asset-name-auto-cleaned;MAS_Ghibli_97.zip;Scene/animations/Mojo/clip/carclips_1513.clipd
1514;1973 Mazda RX 3;1973;Mazda;RX 3;MAZ_RX3_73;MAZ;RX3;id-from-game-asset-name-auto-cleaned;MAZ_RX3_73.zip;Scene/animations/Mojo/clip/carclips_1514.clipd
1517;1990 Toyota Celica ST 185;1990;Toyota;Celica ST 185;TOY_CelicaST185_90;TOY;CelicaST185;id-from-game-asset-name-auto-cleaned;TOY_CelicaST185_90.zip;Scene/animations/Mojo/clip/carclips_1517.clipd
1522;2012 Jeep Wrangler;2012;Jeep;Wrangler;JEE_Wrangler_12;JEE;Wrangler;id-from-game-asset-name-auto-cleaned;JEE_Wrangler_12.zip;Scene/animations/Mojo/clip/carclips_1522.clipd
1529;1974 Ford Capri;1974;Ford;Capri;FOR_Capri_74;FOR;Capri;id-from-game-asset-name-auto-cleaned;FOR_Capri_74.zip;Scene/animations/Mojo/clip/carclips_1529.clipd
1532;2012 Hennessey Venom GT;2012;Hennessey;Venom GT;HEN_VenomGT_12;HEN;VenomGT;id-from-game-asset-name-auto-cleaned;HEN_VenomGT_12.zip;Scene/animations/Mojo/clip/carclips_1532.clipd
1533;1977 Holden Torana;1977;Holden;Torana;HOL_Torana_77;HOL;Torana;id-from-game-asset-name-auto-cleaned;HOL_Torana_77.zip;Scene/animations/Mojo/clip/carclips_1533.clipd
1537;1973 Toyota Corolla SR 5;1973;Toyota;Corolla SR 5;TOY_CorollaSR5_73;TOY;CorollaSR5;id-from-game-asset-name-auto-cleaned;TOY_CorollaSR5_73.zip;Scene/animations/Mojo/clip/carclips_1537.clipd
1549;1968 Alfa Romeo 33 Stradale;1968;Alfa Romeo;33 Stradale;ALF_33Stradale_68;ALF;33Stradale;id-from-game-asset-name-auto-cleaned;ALF_33Stradale_68.zip;Scene/animations/Mojo/clip/carclips_1549.clipd
1559;1955 Mercedes-Benz 300 slr;1955;Mercedes-Benz;300 slr;MER_300slr_55;MER;300slr;id-from-game-asset-name-auto-cleaned;MER_300slr_55.zip;Scene/animations/Mojo/clip/carclips_1559.clipd
1562;2013 Viper Viper;2013;Viper;Viper;VIP_Viper_13;VIP;Viper;id-from-game-asset-name-auto-cleaned;VIP_Viper_13.zip;Scene/animations/Mojo/clip/carclips_1562.clipd
1564;1953 Chevrolet Corvette;1953;Chevrolet;Corvette;CHE_Corvette_53;CHE;Corvette;id-from-game-asset-name-auto-cleaned;CHE_Corvette_53.zip;Scene/animations/Mojo/clip/carclips_1564.clipd
1568;1974 Honda Civic RS;1974;Honda;Civic RS;HON_CivicRS_74;HON;CivicRS;id-from-game-asset-name-auto-cleaned;HON_CivicRS_74.zip;Scene/animations/Mojo/clip/carclips_1568.clipd
1575;1988 Chevrolet Monte Carlo;1988;Chevrolet;Monte Carlo;CHE_MonteCarlo_88;CHE;MonteCarlo;id-from-game-asset-name-auto-cleaned;CHE_MonteCarlo_88.zip;Scene/animations/Mojo/clip/carclips_1575.clipd
1578;1963 Ferrari 250 GTLusso;1963;Ferrari;250 GTLusso;FER_250GTLusso_63;FER;250GTLusso;id-from-game-asset-name-auto-cleaned;FER_250GTLusso_63.zip;Scene/animations/Mojo/clip/carclips_1578.clipd
1586;1962 Lincoln Continental;1962;Lincoln;Continental;LIN_Continental_62;LIN;Continental;id-from-game-asset-name-auto-cleaned;LIN_Continental_62.zip;Scene/animations/Mojo/clip/carclips_1586.clipd
1587;1972 Mazda Cosmo;1972;Mazda;Cosmo;MAZ_Cosmo_72;MAZ;Cosmo;id-from-game-asset-name-auto-cleaned;MAZ_Cosmo_72.zip;Scene/animations/Mojo/clip/carclips_1587.clipd
1591;1984 Peugeot 205 T 16;1984;Peugeot;205 T 16;PEU_205T16_84;PEU;205T16;id-from-game-asset-name-auto-cleaned;PEU_205T16_84.zip;Scene/animations/Mojo/clip/carclips_1591.clipd
1598;2010 BMW M 3 GTS;2010;BMW;M 3 GTS;BMW_M3GTS_10;BMW;M3GTS;id-from-game-asset-name-auto-cleaned;BMW_M3GTS_10.zip;Scene/animations/Mojo/clip/carclips_1598.clipd
1599;2012 Ferrari 599 XXEvolution;2012;Ferrari;599 XXEvolution;FER_599XXEvolution_12;FER;599XXEvolution;id-from-game-asset-name-auto-cleaned;FER_599XXEvolution_12.zip;Scene/animations/Mojo/clip/carclips_1599.clipd
1601;2012 Lamborghini Gallardo LP 570 Spyder;2012;Lamborghini;Gallardo LP 570 Spyder;LAM_GallardoLP570Spyder_12;LAM;GallardoLP570Spyder;id-from-game-asset-name-auto-cleaned;LAM_GallardoLP570Spyder_12.zip;Scene/animations/Mojo/clip/carclips_1601.clipd
1607;2013 Audi RS 4 Avant;2013;Audi;RS 4 Avant;AUD_RS4Avant_13;AUD;RS4Avant;id-from-game-asset-name-auto-cleaned;AUD_RS4Avant_13.zip;Scene/animations/Mojo/clip/carclips_1607.clipd
1627;2013 Mercedes-Benz G 65 AMG;2013;Mercedes-Benz;G 65 AMG;MER_G65AMG_13;MER;G65AMG;id-from-game-asset-name-auto-cleaned;MER_G65AMG_13.zip;Scene/animations/Mojo/clip/carclips_1627.clipd
1650;1986 Honda Civic Si;1986;Honda;Civic Si;HON_CivicSi_86;HON;CivicSi;id-from-game-asset-name-auto-cleaned;HON_CivicSi_86.zip;Scene/animations/Mojo/clip/carclips_1650.clipd
1651;2013 Ariel Atom;2013;Ariel;Atom;ARI_Atom_13;ARI;Atom;id-from-game-asset-name-auto-cleaned;ARI_Atom_13.zip;Scene/animations/Mojo/clip/carclips_1651.clipd
1654;2013 Ford Mustang GT 500;2013;Ford;Mustang GT 500;FOR_MustangGT500_13;FOR;MustangGT500;id-from-game-asset-name-auto-cleaned;FOR_MustangGT500_13.zip;Scene/animations/Mojo/clip/carclips_1654.clipd
1655;2013 Subaru BRZ;2013;Subaru;BRZ;SUB_BRZ_13;SUB;BRZ;id-from-game-asset-name-auto-cleaned;SUB_BRZ_13.zip;Scene/animations/Mojo/clip/carclips_1655.clipd
1658;2013 Mercedes-Benz A 45 AMG;2013;Mercedes-Benz;A 45 AMG;MER_A45AMG_13;MER;A45AMG;id-from-game-asset-name-auto-cleaned;MER_A45AMG_13.zip;Scene/animations/Mojo/clip/carclips_1658.clipd
1661;1986 Lancia Delta S 4;1986;Lancia;Delta S 4;LAN_DeltaS4_86;LAN;DeltaS4;id-from-game-asset-name-auto-cleaned;LAN_DeltaS4_86.zip;Scene/animations/Mojo/clip/carclips_1661.clipd
1662;1965 MINI Cooper S;1965;MINI;Cooper S;MIN_CooperS_65;MIN;CooperS;id-from-game-asset-name-auto-cleaned;MIN_CooperS_65.zip;Scene/animations/Mojo/clip/carclips_1662.clipd
1667;2013 McLaren P 1;2013;McLaren;P 1;MCL_P1_13;MCL;P1;id-from-game-asset-name-auto-cleaned;MCL_P1_13.zip;Scene/animations/Mojo/clip/carclips_1667.clipd
1668;1969 Ford mustangboss 302;1969;Ford;mustangboss 302;for_mustangboss302_69;for;mustangboss302;id-from-game-asset-name-auto-cleaned;for_mustangboss302_69.zip;Scene/animations/Mojo/clip/carclips_1668.clipd
2002;2012 Nissan GT-R;2012;Nissan;GT-R;NIS_GTR_12;NIS;GTR;id-from-game-asset-name-auto-cleaned;NIS_GTR_12.zip;Scene/animations/Mojo/clip/carclips_2002.clipd
2003;2013 MINI JCWGP;2013;MINI;JCWGP;MIN_JCWGP_13;MIN;JCWGP;id-from-game-asset-name-auto-cleaned;MIN_JCWGP_13.zip;Scene/animations/Mojo/clip/carclips_2003.clipd
2004;2013 Mazda MX 5;2013;Mazda;MX 5;MAZ_MX5_13;MAZ;MX5;id-from-game-asset-name-auto-cleaned;MAZ_MX5_13.zip;Scene/animations/Mojo/clip/carclips_2004.clipd
2006;1995 Chevrolet Corvette ZR 1;1995;Chevrolet;Corvette ZR 1;CHE_CorvetteZR1_95;CHE;CorvetteZR1;id-from-game-asset-name-auto-cleaned;CHE_CorvetteZR1_95.zip;Scene/animations/Mojo/clip/carclips_2006.clipd
2007;2013 Toyota GT 86;2013;Toyota;GT 86;TOY_GT86_13;TOY;GT86;id-from-game-asset-name-auto-cleaned;TOY_GT86_13.zip;Scene/animations/Mojo/clip/carclips_2007.clipd
2009;2013 Audi RS 7;2013;Audi;RS 7;AUD_RS7_13;AUD;RS7;id-from-game-asset-name-auto-cleaned;AUD_RS7_13.zip;Scene/animations/Mojo/clip/carclips_2009.clipd
2010;2013 Audi R 8 Plus;2013;Audi;R 8 Plus;AUD_R8Plus_13;AUD;R8Plus;id-from-game-asset-name-auto-cleaned;AUD_R8Plus_13.zip;Scene/animations/Mojo/clip/carclips_2010.clipd
2017;1968 Fiat 595 SS;1968;Fiat;595 SS;FIA_595SS_68;FIA;595SS;id-from-game-asset-name-auto-cleaned;FIA_595SS_68.zip;Scene/animations/Mojo/clip/carclips_2017.clipd
2019;2003 Ford focusrs;2003;Ford;focusrs;for_focusrs_03;for;focusrs;id-from-game-asset-name-auto-cleaned;for_focusrs_03.zip;Scene/animations/Mojo/clip/carclips_2019.clipd
2034;2013 Ferrari La Ferrari;2013;Ferrari;La Ferrari;FER_LaFerrari_13;FER;LaFerrari;id-from-game-asset-name-auto-cleaned;FER_LaFerrari_13.zip;Scene/animations/Mojo/clip/carclips_2034.clipd
2038;2014 Alfa Romeo 4 C;2014;Alfa Romeo;4 C;ALF_4C_14;ALF;4C;id-from-game-asset-name-auto-cleaned;ALF_4C_14.zip;Scene/animations/Mojo/clip/carclips_2038.clipd
2040;2014 BAC Mono;2014;BAC;Mono;BAC_Mono_14;BAC;Mono;id-from-game-asset-name-auto-cleaned;BAC_Mono_14.zip;Scene/animations/Mojo/clip/carclips_2040.clipd
2042;2013 Lamborghini Veneno;2013;Lamborghini;Veneno;LAM_Veneno_13;LAM;Veneno;id-from-game-asset-name-auto-cleaned;LAM_Veneno_13.zip;Scene/animations/Mojo/clip/carclips_2042.clipd
2119;1984 Honda CRXMugen;1984;Honda;CRXMugen;HON_CRXMugen_84;HON;CRXMugen;id-from-game-asset-name-auto-cleaned;HON_CRXMugen_84.zip;Scene/animations/Mojo/clip/carclips_2119.clipd
2121;1994 Honda Prelude;1994;Honda;Prelude;HON_Prelude_94;HON;Prelude;id-from-game-asset-name-auto-cleaned;HON_Prelude_94.zip;Scene/animations/Mojo/clip/carclips_2121.clipd
2128;2013 Cadillac XTSLimo;2013;Cadillac;XTSLimo;CAD_XTSLimo_13;CAD;XTSLimo;id-from-game-asset-name-auto-cleaned;CAD_XTSLimo_13.zip;Scene/animations/Mojo/clip/carclips_2128.clipd
2131;2014 Holden HSVGTS;2014;Holden;HSVGTS;HOL_HSVGTS_14;HOL;HSVGTS;id-from-game-asset-name-auto-cleaned;HOL_HSVGTS_14.zip;Scene/animations/Mojo/clip/carclips_2131.clipd
2133;2015 BMW i 8;2015;BMW;i 8;BMW_i8_15;BMW;i8;id-from-game-asset-name-auto-cleaned;BMW_i8_15.zip;Scene/animations/Mojo/clip/carclips_2133.clipd
2140;1981 Subaru BRAT;1981;Subaru;BRAT;SUB_BRAT_81;SUB;BRAT;id-from-game-asset-name-auto-cleaned;SUB_BRAT_81.zip;Scene/animations/Mojo/clip/carclips_2140.clipd
2142;2014 Volkswagen Golf R;2014;Volkswagen;Golf R;VW_GolfR_14;VW;GolfR;id-from-game-asset-name-auto-cleaned;VW_GolfR_14.zip;Scene/animations/Mojo/clip/carclips_2142.clipd
2145;2014 Ford Ranger T 6;2014;Ford;Ranger T 6;FOR_RangerT6_14;FOR;RangerT6;id-from-game-asset-name-auto-cleaned;FOR_RangerT6_14.zip;Scene/animations/Mojo/clip/carclips_2145.clipd
2147;1986 MG metro 6 r 4;1986;MG;metro 6 r 4;mg_metro6r4_86;mg;metro6r4;id-from-game-asset-name-auto-cleaned;mg_metro6r4_86.zip;Scene/animations/Mojo/clip/carclips_2147.clipd
2148;2013 MINI xraidcountryman;2013;MINI;xraidcountryman;min_xraidcountryman_13;min;xraidcountryman;id-from-game-asset-name-auto-cleaned;min_xraidcountryman_13.zip;Scene/animations/Mojo/clip/carclips_2148.clipd
2149;1993 Renault Clio Williams;1993;Renault;Clio Williams;REN_ClioWilliams_93;REN;ClioWilliams;id-from-game-asset-name-auto-cleaned;REN_ClioWilliams_93.zip;Scene/animations/Mojo/clip/carclips_2149.clipd
2151;1963 Volkswagen Type 2;1963;Volkswagen;Type 2;VW_Type2_63;VW;Type2;id-from-game-asset-name-auto-cleaned;VW_Type2_63.zip;Scene/animations/Mojo/clip/carclips_2151.clipd
2154;2014 BMW M 4;2014;BMW;M 4;BMW_M4_14;BMW;M4;id-from-game-asset-name-auto-cleaned;BMW_M4_14.zip;Scene/animations/Mojo/clip/carclips_2154.clipd
2161;1965 Alfa Romeo Giulia TZ 2;1965;Alfa Romeo;Giulia TZ 2;ALF_GiuliaTZ2_65;ALF;GiuliaTZ2;id-from-game-asset-name-auto-cleaned;ALF_GiuliaTZ2_65.zip;Scene/animations/Mojo/clip/carclips_2161.clipd
2163;2015 Honda Civic Type R;2015;Honda;Civic Type R;HON_CivicTypeR_15;HON;CivicTypeR;id-from-game-asset-name-auto-cleaned;HON_CivicTypeR_15.zip;Scene/animations/Mojo/clip/carclips_2163.clipd
2164;2015 Lamborghini Huracan;2015;Lamborghini;Huracan;LAM_Huracan_15;LAM;Huracan;id-from-game-asset-name-auto-cleaned;LAM_Huracan_15.zip;Scene/animations/Mojo/clip/carclips_2164.clipd
2168;2015 Subaru WRXSTI;2015;Subaru;WRXSTI;SUB_WRXSTI_15;SUB;WRXSTI;id-from-game-asset-name-auto-cleaned;SUB_WRXSTI_15.zip;Scene/animations/Mojo/clip/carclips_2168.clipd
2171;2005 Mazda MX 5;2005;Mazda;MX 5;MAZ_MX5_05;MAZ;MX5;id-from-game-asset-name-auto-cleaned;MAZ_MX5_05.zip;Scene/animations/Mojo/clip/carclips_2171.clipd
2175;2015 Lexus RCF;2015;Lexus;RCF;LEX_RCF_15;LEX;RCF;id-from-game-asset-name-auto-cleaned;LEX_RCF_15.zip;Scene/animations/Mojo/clip/carclips_2175.clipd
2177;2015 Chevrolet Corvette Z 06;2015;Chevrolet;Corvette Z 06;CHE_CorvetteZ06_15;CHE;CorvetteZ06;id-from-game-asset-name-auto-cleaned;CHE_CorvetteZ06_15.zip;Scene/animations/Mojo/clip/carclips_2177.clipd
2178;2001 Audi RS 4;2001;Audi;RS 4;AUD_RS4_01;AUD;RS4;id-from-game-asset-name-auto-cleaned;AUD_RS4_01.zip;Scene/animations/Mojo/clip/carclips_2178.clipd
2179;2015 Audi S 1;2015;Audi;S 1;AUD_S1_15;AUD;S1;id-from-game-asset-name-auto-cleaned;AUD_S1_15.zip;Scene/animations/Mojo/clip/carclips_2179.clipd
